study_id,MAT,MAP (mm),_Whole-day,Facility,Facility-1,Experimental duration (month),Other treatments,Expeimental type,Latitude,Plant part-1,Plant part-2,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,Unit,Response ratio,Variance of response ratio,species,PFT-1,PFT-2,PFT-3,PFT-4
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,F,field,68.35,aboveground,,108.3,58.11,106.76,103.53,6,6,g/m2,-0.62,0.69,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,F,field,68.35,aboveground,,42.26,29.06,106.76,103.53,6,6,g/m2,-0.37,3.18,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,F,field,68.35,aboveground,,71.32,67.36,106.76,103.53,6,6,g/m2,-0.06,0.77,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,F,field,68.35,aboveground,,10.57,1.32,106.76,103.53,6,6,g/m2,-2.08,1040.95,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,F,field,68.35,belowground,root,241.7,262.83,106.76,103.53,6,6,g/m2,0.08,0.06,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,F,field,68.35,total,,497.92,507.17,106.76,103.53,6,6,g/m2,0.02,0.01,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,,field,68.35,aboveground,,9.25,75.28,87.35,90.58,6,6,g/m2,2.1,15.12,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,,field,68.35,aboveground,,21.13,10.57,87.35,90.58,6,6,g/m2,-0.69,15.1,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,,field,68.35,aboveground,,30.38,6.6,87.35,90.58,6,6,g/m2,-1.53,32.74,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,,field,68.35,aboveground,,33.02,17.17,87.35,90.58,6,6,g/m2,-0.65,5.81,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,,field,68.35,belowground,root,159.81,162.45,87.35,90.58,6,6,g/m2,0.02,0.1,,,,,
Sorensen et al. 2008,-0.6,320,3.9,OTC,OTC,158,,field,68.35,total,,368.49,350,87.35,90.58,6,6,g/m2,-0.05,0.02,,,,,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.01,0.02,0,0,7,5,g/tiller,0.35,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.01,0.02,0,0,7,5,g/tiller,0.3,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.01,0.02,0,0,7,5,g/tiller,0.32,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.02,0,0,7,5,g/tiller,0.32,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.03,0,0,7,5,g/tiller,0.31,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.03,0,0,7,5,g/tiller,0.31,0.01,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.03,0,0.01,7,5,g/tiller,0.28,0.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.03,0.01,0.01,7,5,g/tiller,0.27,0.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.03,0.01,0.01,7,5,g/tiller,0.22,0.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.03,0.01,0,7,5,g/tiller,0.11,0.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.03,0.03,0.01,0.01,7,5,g/tiller,0.04,0.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.03,0.01,0.01,7,5,g/tiller,0.07,0.03,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.02,0.01,0.01,7,5,g/tiller,0.1,0.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,aboveground,leaf,0.02,0.02,0,0.01,7,5,g/tiller,0.18,0.03,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,5.73,8.27,13.57,8.54,7,5,g/m2,0.37,1.02,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,5.73,10.2,10.1,12.89,7,5,g/m2,0.58,0.76,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,5.73,24.18,10.1,32.73,7,5,g/m2,1.44,0.81,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,5.09,58.55,10.1,66.88,7,5,g/m2,2.44,0.82,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,12.73,70.64,18.6,78.28,7,5,g/m2,1.71,0.55,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,21.64,64.91,23.63,76.84,7,5,g/m2,1.1,0.45,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,35.64,77,48.83,66.88,7,5,g/m2,0.77,0.42,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,41.36,86.55,57.24,66.88,7,5,g/m2,0.74,0.39,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,46.45,89.09,60.61,69.72,7,5,g/m2,0.65,0.37,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,45.18,89.09,57.27,68.32,7,5,g/m2,0.68,0.35,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,54.73,92.91,64,69.72,7,5,g/m2,0.53,0.31,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,75.73,105.64,82.52,81.12,7,5,g/m2,0.33,0.29,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,72.55,94.19,82.5,78.26,7,5,g/m2,0.26,0.32,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan & Welker 2005,-7,320,0.8,OTC,OTC,10,,field,68.62,belowground,root,75.73,93.55,87.55,89.66,7,5,g/m2,0.21,0.37,Eriophorum vaginatum,seed plant,herbaceous,grass,
Sullivan et al. 2008,-11.6,122,1.9,OTC,OTC,3,,field,76.55,belowground,root,114.39,76.09,81.02,41.09,5,5,g/m2,-0.41,0.16,,,,,
Sullivan et al. 2008,-11.6,122,1.9,OTC,OTC,3,,field,76.55,belowground,root,95.24,110.25,29.51,89.7,5,5,g/m2,0.15,0.15,,,,,
Sullivan et al. 2008,-11.6,122,1.9,OTC,OTC,3,,field,76.55,belowground,root,127.33,133.54,187.5,65.97,5,5,g/m2,0.05,0.48,,,,,
Sullivan et al. 2008,-11.6,122,1.9,OTC,OTC,3,,field,76.55,belowground,root,20.7,58.49,30.09,32.99,5,5,g/m2,1.04,0.49,,,,,
Sullivan et al. 2008,-11.6,122,1.9,OTC,OTC,3,,field,76.55,belowground,root,17.6,96.27,13.89,71.18,5,5,g/m2,1.7,0.23,,,,,
Sullivan et al. 2008,-11.6,122,1.9,OTC,OTC,3,,field,76.55,belowground,root,33.13,144.93,66.55,31.25,5,5,g/m2,1.48,0.82,,,,,
Tercero-Bucardo et al. 2007,8,1700,2.2,OTC,OTC,6,,field,-41.13,total,,0.34,0.31,0.09,0.22,6,6,g,-0.09,0.1,Nothofagus dombeyi,seed plant,woody,tree,evergreen-tree
Tercero-Bucardo et al. 2007,8,1700,2.2,OTC,OTC,18,,field,-41.13,total,,10.29,6.81,6.77,5.07,6,6,g,-0.41,0.16,Nothofagus pumilio,seed plant,woody,tree,evergreen-tree
Totland & Nyl_hn 1998,-2,1027,2.3,OTC,OTC,34,,field,60.62,aboveground,,0.03,0.05,0.01,0.01,4,4,g,0.46,0.04,Bistorta vivipara,seed plant,herbaceous,forb,non-leguminous
Totland & Nyl_hn 1998,-2,1027,2.3,OTC,OTC,34,,field,60.62,aboveground,reproductive,0,0,0,0,4,4,g,0.41,0.02,Bistorta vivipara,seed plant,herbaceous,forb,non-leguminous
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,aboveground,leaf,21,38,9,9,16,16,g,0.59,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,aboveground,stem,27,64,12,17,16,16,g,0.86,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,belowground,root,40,82,19,25,16,16,g,0.72,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,total,,87.7,184.5,37.8,45.1,16,16,g,0.74,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.6,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,aboveground,leaf,21,48,9,9,16,16,g,0.83,0.01,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.6,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,aboveground,stem,27,78,12,17,16,16,g,1.06,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.6,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,belowground,root,40,85,19,20,16,16,g,0.75,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.6,Temperature-gradient-tunnel,Greenhouse,14,CO2,pot  ,,total,,87.7,210.7,37.8,38.6,16,16,g,0.88,0.01,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,aboveground,leaf,21,30,9,7,16,16,g,0.36,0.01,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,belowground,root,40,56,19,17,16,16,g,0.34,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,aboveground,stem,27,49,12,15,16,16,g,0.6,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,2.7,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,total,,87.7,134.2,37.8,36.7,16,16,g,0.43,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.5,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,aboveground,leaf,21,30,9,7,16,16,g,0.36,0.01,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.5,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,belowground,root,40,50,19,16,16,16,g,0.22,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.5,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,aboveground,stem,27,48,12,13,16,16,g,0.58,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Usami et al. 2001,,,4.5,Temperature-gradient-tunnel,Greenhouse,14,,pot  ,,total,,87.7,128.8,37.8,30,16,16,g,0.38,0.02,Quercus myrsinaefolia,seed plant,woody,tree,evergreen-tree
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,3319.15,3268.09,682.14,682.14,6,6,g/m2,-0.02,0.01,herbage production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,3319.15,2936.17,682.14,682.14,6,6,g/m2,-0.12,0.02,herbage production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,4212.77,3982.98,682.14,682.14,6,6,g/m2,-0.06,0.01,herbage production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,4212.77,3880.85,682.14,682.14,6,6,g/m2,-0.08,0.01,herbage production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,1276.6,995.74,682.14,682.14,6,6,g/m2,-0.25,0.13,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,1276.6,1251.06,682.14,682.14,6,6,g/m2,-0.02,0.1,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,1097.87,1021.28,682.14,682.14,6,6,g/m2,-0.07,0.14,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL,field,-35.37,aboveground,,1097.87,1327.66,682.14,682.14,6,6,g/m2,0.19,0.11,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volde et al. 2004,12.9,629,2.9,IR-heat,Free-air,3,F,field,-35.37,aboveground,,3491.16,4189.32,414.61,388.7,6,6,g/(m2*yr),0.18,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,2.9,IR-heat,Free-air,5,F,field,-35.37,aboveground,,3194.88,2390.87,207.31,129.57,6,6,g/(m2*yr),-0.29,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,2.9,IR-heat,Free-air,7.5,F,field,-35.37,aboveground,,2221.61,2433.19,103.65,155.48,6,6,g/(m2*yr),0.09,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,2.9,IR-heat,Free-air,14.5,F,field,-35.37,aboveground,,1121.38,1417.6,129.57,77.74,6,6,g/(m2*yr),0.23,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,2.9,IR-heat,Free-air,15.6,F,field,-35.37,aboveground,,4020.28,3364.22,337.87,233.22,6,6,g/(m2*yr),-0.18,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,2.9,IR-heat,Free-air,18.5,F,field,-35.37,aboveground,,1608.02,1015.59,259.13,77.74,6,6,g/(m2*yr),-0.46,0.01,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,2.9,IR-heat,Free-air,21,F,field,-35.37,aboveground,,1502.23,1756.26,155.48,181.39,6,6,g/(m2*yr),0.16,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,3,F,field,-35.37,aboveground,,3491.16,4633.69,414.61,441.29,6,6,g/(m2*yr),0.28,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,5,F,field,-35.37,aboveground,,3194.88,2962.14,207.31,155.48,6,6,g/(m2*yr),-0.08,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,7.5,F,field,-35.37,aboveground,,2221.61,2369.72,103.65,155.48,6,6,g/(m2*yr),0.06,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,14.5,F,field,-35.37,aboveground,,1121.38,1544.55,129.57,103.65,6,6,g/(m2*yr),0.32,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,15.6,F,field,-35.37,aboveground,,4020.28,3237.27,337.87,233.22,6,6,g/(m2*yr),-0.22,0,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,18.5,F,field,-35.37,aboveground,,1608.02,867.48,259.13,155.48,6,6,g/(m2*yr),-0.62,0.01,herbage production,seed plant,herbaceous,,
Volde et al. 2004,12.9,629,3,IR-heat,Free-air,21,F,field,-35.37,aboveground,,1502.23,1861.92,155.48,129.57,6,6,g/(m2*yr),0.21,0,herbage production,seed plant,herbaceous,,
Volde et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,aboveground,shoot,1790,1609,306.57,190.53,3,3,g/m2,-0.11,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,aboveground,shoot,2190,1921,228.63,169.74,3,3,g/m2,-0.13,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,belowground,root,239,250,96.99,214.77,3,3,g/m2,0.05,0.3,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,belowground,root,741,825,187.06,848.7,3,3,g/m2,0.11,0.37,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,total,,2029,1859,394.91,39.84,3,3,g/m2,-0.09,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,total,,2931,2745,181.87,803.67,3,3,g/m2,-0.07,0.03,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,aboveground,shoot,1790,1649,306.57,148.96,3,3,g/m2,-0.08,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,aboveground,shoot,2190,1878,228.63,74.48,3,3,g/m2,-0.15,0,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,belowground,root,239,210,96.99,154.15,3,3,g/m2,-0.13,0.23,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,belowground,root,741,429,187.06,112.58,3,3,g/m2,-0.55,0.04,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,total,,2029,1859,394.91,299.64,3,3,g/m2,-0.09,0.02,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volde et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL,pot,,total,,2931,2307,181.87,142.03,3,3,g/m2,-0.24,0,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,3165.96,3472.34,682.14,682.14,6,6,g/m2,0.09,0.01,herbage production,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,3165.96,3395.74,682.14,682.14,6,6,g/m2,0.07,0.01,herbage production,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,4493.62,4621.28,682.14,682.14,6,6,g/m2,0.03,0.01,herbage production,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,4493.62,4212.77,682.14,682.14,6,6,g/m2,-0.06,0.01,herbage production,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,1455.32,1225.53,682.14,682.14,6,6,g/m2,-0.17,0.09,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,1455.32,1251.06,682.14,682.14,6,6,g/m2,-0.15,0.09,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,1608.51,1404.26,682.14,682.14,6,6,g/m2,-0.14,0.07,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volder et al. 2004,12.9,629,3,IR-heat,Free-air,21,CL+CO2,field,-35.37,aboveground,,1608.51,1378.72,682.14,682.14,6,6,g/m2,-0.15,0.07,Phalaris sward stubble production,seed plant,herbaceous,grass,
Volder et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,aboveground,shoot,1759,1837,116.05,176.67,3,3,g/m2,0.04,0,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,aboveground,shoot,2320,2203,122.98,232.09,3,3,g/m2,-0.05,0,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,belowground,root,313,571,81.41,505.76,3,3,g/m2,0.6,0.28,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,belowground,root,551,399,275.4,232.09,3,3,g/m2,-0.32,0.2,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,total,,2072,2408,190.53,330.82,3,3,g/m2,0.15,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,2.9,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,total,,2871,2602,164.54,441.67,3,3,g/m2,-0.1,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,aboveground,shoot,1759,1822,116.05,41.57,3,3,g/m2,0.04,0,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,aboveground,shoot,2320,2281,122.98,129.9,3,3,g/m2,-0.02,0,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,belowground,root,313,548,81.41,405.3,3,3,g/m2,0.56,0.2,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,belowground,root,551,809,275.4,542.13,3,3,g/m2,0.38,0.23,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,total,,2072,2370,190.53,372.39,3,3,g/m2,0.13,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Volder et al. 2007,,,3,Temperature-gradient-tunnel,Greenhouse,24,CL+CO2,pot,,total,,2871,3090,164.54,453.8,3,3,g/m2,0.07,0.01,Phalaris aquatica cv. Holdfast,seed plant,herbaceous,grass,
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.04,0.15,0.01,0.29,10,10,g,1.31,0.39,Empetrum nigrum in sites of shrub-dominated,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.05,0.2,0.03,0.14,10,10,g,1.4,0.09,Empetrum nigrum in sites of shrub-dominated,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.03,0.03,0.01,0.01,10,10,g,0,0.02,Empetrum nigrum in sites of shrub-forb mixed vegetation,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.06,0.06,0.01,0.01,10,10,g,0.03,0.01,Empetrum nigrum in sites of shrub-forb mixed vegetation,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.02,0.01,0.01,0.01,10,10,g,-0.48,0.09,Loiseleuria procumbens in sites of shrub-forb mixed vegetation,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.03,0.01,0.01,0.01,10,10,g,-0.57,0.02,Loiseleuria procumbens in sites of shrub-forb mixed vegetation,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.02,0.03,0.01,0.01,10,10,g,0.37,0.05,Loiseleuria procumbens in sites shrub-dominated,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,leaf,0.02,0.04,0.01,0.01,10,10,g,0.61,0.01,Loiseleuria procumbens in sites shrub-dominated,seed plant,woody,shrub,evergreen-shrub
Wada et al. 2002,2.5,3500,1.5,OTC,OTC,26,,field,36.55,aboveground,stem,0.01,0.06,0.01,0.05,10,10,g,1.47,0.1,Empetrum nigrum in sites of shrub-dominated,seed plant,woody,shrub,evergreen-shrub
